 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Mean, Bwd IAT Mean, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, SYN Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio,Idle Mean, Label
80,72240985,8,5,56,11601,7,2320.2,161.3626946,0.17995325,6020082.083,10200000,249972,172,112,0.110740461,0.069212788,0,5840,833.0714286,0,0,1,0,0,35600000,DDoS
80,25984,3,4,26,11601,8.666666667,2900.25,447467.6724,269.3965517,4330.666667,2351.5,8650,72,92,115.455665,153.9408867,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,72238005,8,4,56,11601,7,2900.25,161.3693512,0.166117544,6567091.364,10200000,332597.3333,172,92,0.11074503,0.055372515,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,25913,2,6,20,11601,10,1933.5,448462.1618,308.7253502,3701.857143,4577,5175,52,132,77.18133755,231.5440127,0,4380,1291.222222,0,1,0,0,3,0,DDoS
80,72240955,8,6,56,11601,7,1933.5,161.3627616,0.193795888,5556996.538,10200000,199359.2,172,132,0.110740507,0.08305538,0,4380,777.5333333,0,0,1,0,0,35600000,DDoS
80,25985,3,5,26,11601,8.666666667,2320.2,447450.4522,307.869925,3712.142857,2322.5,6489,72,112,115.4512219,192.4187031,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,72239187,8,5,56,11601,7,2320.2,161.3667108,0.179957728,6019932.25,10200000,249004.5,172,112,0.110743218,0.069214511,0,7300,833.0714286,0,0,1,0,0,35600000,DDoS
80,26454,3,4,26,11601,8.666666667,2900.25,439517.6533,264.6102669,4409,2375,8803.666667,72,92,113.4044001,151.2058668,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,72457131,8,6,56,11601,7,1933.5,160.8813355,0.193217697,5573625.462,10200000,241230,172,132,0.110410113,0.082807585,0,5840,777.5333333,0,0,1,0,0,35600000,DDoS
80,13947,2,5,20,11601,10,2320.2,833225.7833,501.9000502,2324.5,12017,3485.75,52,112,143.4000143,358.5000359,0,7300,1452.625,0,1,0,0,2,0,DDoS
80,72443145,8,5,56,11601,7,2320.2,160.9123955,0.179451072,6036928.75,10200000,301768.75,172,112,0.110431429,0.069019643,0,8760,833.0714286,0,0,1,0,0,35600000,DDoS
80,13994,3,4,26,11601,8.666666667,2900.25,830856.0812,500.2143776,2332.333333,6013,4614.666667,72,92,214.3775904,285.8367872,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,72442205,8,7,56,11601,7,1657.285714,160.9144835,0.207061616,5174443.214,10200000,201037.8333,172,152,0.110432862,0.096628754,0,5840,728.9375,0,0,1,0,0,35600000,DDoS
80,15170,3,5,26,11601,8.666666667,2320.2,766446.9347,527.3566249,2167.142857,6039,3767.5,72,112,197.7587343,329.5978906,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,72438189,8,5,56,11601,7,2320.2,160.9234046,0.179463349,6036515.75,10200000,301286.25,172,112,0.110438984,0.069024365,0,7300,833.0714286,0,0,1,0,0,35600000,DDoS
80,15250,3,6,26,11601,8.666666667,1933.5,762426.2295,590.1639344,1906.25,6015,3020,72,132,196.7213115,393.442623,0,7300,1162.7,0,1,0,0,2,0,DDoS
80,15249,3,6,26,11601,8.666666667,1933.5,762476.2279,590.2026362,1906.125,6012.5,3020.2,72,132,196.7342121,393.4684242,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,72493347,8,4,56,11601,7,2900.25,160.8009629,0.165532432,6590304.273,10200000,418789,172,92,0.110354954,0.055177477,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,15166,3,5,26,11601,8.666666667,2320.2,766649.0835,527.4957141,2166.571429,6038.5,3754.75,72,112,197.8108928,329.6848213,0,7300,1291.888889,0,1,0,0,1,0,DDoS
80,72438142,8,4,56,11607,7,2901.75,161.0063383,0.165658584,6585285.636,10200000,400709,172,92,0.110439056,0.055219528,0,11595,897.6153846,0,0,1,0,0,35600000,DDoS
80,15123,3,5,26,11601,8.666666667,2320.2,768828.9361,528.9955697,2160.428571,6013,3754,72,112,198.3733386,330.622231,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,1140299,3,6,26,11601,8.666666667,1933.5,10196.44848,7.892666748,142537.375,19509.5,228023.6,72,132,2.630888916,5.261777832,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,71939938,8,6,56,11607,7,1934.5,162.1213518,0.194606784,5533841.385,10000000,362418.6,172,132,0.111203877,0.083402908,0,5840,777.9333333,0,0,1,0,0,35100000,DDoS
80,302231,2,6,20,11601,10,1933.5,38450.72147,26.46981944,43175.85714,39017,60410,52,132,6.617454861,19.85236458,0,5840,1291.222222,0,1,0,0,3,0,DDoS
80,72778252,8,4,56,11607,7,2901.75,160.2539176,0.164884422,6616204.727,10100000,603690,172,92,0.109922948,0.054961474,0,11595,897.6153846,0,0,1,0,0,35500000,DDoS
80,1058943,3,6,26,11601,8.666666667,1933.5,10979.81667,8.499041025,132367.875,19472,211766.2,72,132,2.833013675,5.66602735,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,72021714,8,6,56,11607,7,1934.5,161.9372735,0.194385821,5540131.846,10000000,361473.8,172,132,0.111077612,0.083308209,0,5840,777.9333333,0,0,1,0,0,35100000,DDoS
80,1140280,3,6,26,11601,8.666666667,1933.5,10196.61837,7.89279826,142535,20007.5,227984.4,72,132,2.630932753,5.261865507,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,72025312,8,6,56,11607,7,1934.5,161.929184,0.19437611,5540408.615,10100000,301657.8,172,132,0.111072063,0.083304047,0,5840,777.9333333,0,0,1,0,0,35300000,DDoS
80,1173002,3,6,26,11601,8.666666667,1933.5,9912.174063,7.672621189,146625.25,13509.5,234592.6,72,132,2.557540396,5.115080793,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71982292,8,6,56,11601,7,1933.5,161.9426067,0.194492279,5537099.385,10200000,182553.2,172,132,0.111138445,0.083353834,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,1172992,2,4,20,11601,10,2900.25,9907.143442,5.1151244,234598.4,27017,390985,52,92,1.705041467,3.410082933,0,8675,1660.142857,0,1,0,0,2,0,DDoS
80,71981539,8,4,56,11601,7,2900.25,161.9443007,0.166709411,6543776.273,10200000,303918.6667,172,92,0.111139608,0.055569804,0,8760,897.1538462,0,0,1,0,0,35500000,DDoS
80,1175655,3,8,26,11601,8.666666667,1450.125,9889.806108,9.356486384,117565.5,13499,167944.1429,72,172,2.551769014,6.80471737,0,2920,968.9166667,0,1,0,0,2,0,DDoS
80,71979878,8,6,56,11601,7,1933.5,161.9480378,0.194498801,5536913.692,10200000,181965.4,172,132,0.111142172,0.083356629,0,7300,777.5333333,0,0,1,0,0,35500000,DDoS
80,1175441,3,4,26,11601,8.666666667,2900.25,9891.60664,5.955211704,195906.8333,13509,391794,72,92,2.552233587,3.402978116,0,7215,1453.375,0,1,0,0,1,0,DDoS
80,71976757,8,6,56,11601,7,1933.5,161.95506,0.194507235,5536673.615,10200000,181350,172,132,0.111146992,0.083360244,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,1164136,3,5,26,11601,8.666666667,2320.2,9987.664671,6.872049314,166305.1429,5723.5,291031,72,112,2.577018493,4.295030821,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,71973212,8,6,56,11601,7,1933.5,161.963037,0.194516816,5536400.923,10200000,181031.6,172,132,0.111152466,0.08336435,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,1165127,3,4,26,11601,8.666666667,2900.25,9979.169653,6.007928749,194187.8333,5923.5,388356.6667,72,92,2.574826607,3.433102143,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71963365,8,4,56,11601,7,2900.25,161.985199,0.166751513,6542124.091,10200000,301767.3333,172,92,0.111167675,0.055583838,0,7300,897.1538462,0,0,1,0,0,35500000,DDoS
80,1165315,3,4,26,11601,8.666666667,2900.25,9977.559716,6.006959492,194219.1667,5952.5,388426,72,92,2.574411211,3.432548281,0,10135,1453.375,0,1,0,0,1,0,DDoS
80,71987780,8,6,56,11607,7,1934.5,162.0136084,0.194477452,5537521.538,10200000,185030.2,172,132,0.111129972,0.083347479,0,4380,777.9333333,0,0,1,0,0,35500000,DDoS
80,1165133,3,5,26,11601,8.666666667,2320.2,9979.118264,6.866168927,166447.5714,5919.5,291268,72,112,2.574813347,4.291355579,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,71990226,8,6,56,11607,7,1934.5,162.0081037,0.194470844,5537709.692,10200000,184633,172,132,0.111126196,0.083344647,0,4380,777.9333333,0,0,1,0,0,35500000,DDoS
80,1165321,3,5,26,11601,8.666666667,2320.2,9977.508343,6.865061215,166474.4286,5942,291308.75,72,112,2.574397956,4.290663259,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,71994573,8,4,56,11607,7,2901.75,161.9983217,0.16667923,6544961.182,10200000,241091,172,92,0.111119487,0.055559743,0,11595,897.6153846,0,0,1,0,0,35600000,DDoS
80,1823991,3,6,26,11607,8.666666667,1934.5,6377.772697,4.934234873,227998.875,289,364795.2,72,132,1.644744958,3.289489915,0,4380,1163.3,0,1,0,0,2,0,DDoS
80,71331623,8,5,56,11607,7,2321.4,163.5039203,0.18224736,5944301.917,10100000,180768,172,112,0.112152222,0.070095139,0,7300,833.5,0,0,1,0,0,35300000,DDoS
80,1864197,3,6,26,11607,8.666666667,1934.5,6240.22032,4.827815944,233024.625,285.5,372836.4,72,132,1.609271981,3.218543963,0,5755,1163.3,0,1,0,0,2,0,DDoS
80,71292773,8,5,56,11607,7,2321.4,163.5930194,0.182346673,5941064.417,10100000,180749,172,112,0.112213338,0.070133336,0,7215,833.5,0,0,1,0,0,35300000,DDoS
80,1870705,3,5,26,11607,8.666666667,2321.4,6218.511203,4.276462617,267243.5714,281.5,467672.5,72,112,1.603673481,2.672789136,0,5840,1292.555556,0,1,0,0,1,0,DDoS
80,71286065,8,5,56,11607,7,2321.4,163.6084135,0.182363832,5940505.417,10100000,180497,172,112,0.112223897,0.070139935,0,8675,833.5,0,0,1,0,0,35300000,DDoS
80,1870733,3,5,26,11607,8.666666667,2321.4,6218.418128,4.27639861,267247.5714,266,467668.75,72,112,1.603649479,2.672749131,0,7215,1292.555556,0,1,0,0,1,0,DDoS
80,71285206,8,5,56,11607,7,2321.4,163.610385,0.18236603,5940433.833,10100000,180298.75,172,112,0.112225249,0.070140781,0,7215,833.5,0,0,1,0,0,35300000,DDoS
80,1870776,3,5,26,11607,8.666666667,2321.4,6218.275197,4.276300316,267253.7143,274,467679.25,72,112,1.603612619,2.672687698,0,10220,1292.555556,0,1,0,0,1,0,DDoS
80,71284760,8,4,56,11607,7,2901.75,163.6114087,0.168338927,6480432.727,10100000,223348.6667,172,92,0.112225951,0.056112976,0,11595,897.6153846,0,0,1,0,0,35300000,DDoS
80,1871009,3,5,26,11607,8.666666667,2321.4,6217.500824,4.275767781,267287,293,467735.75,72,112,1.603412918,2.672354863,0,5840,1292.555556,0,1,0,0,1,0,DDoS
80,71283645,8,5,56,11607,7,2321.4,163.6139678,0.182370023,5940303.75,10100000,167582,172,112,0.112227707,0.070142317,0,5840,833.5,0,0,1,0,0,35300000,DDoS
80,1873227,3,5,26,11607,8.666666667,2321.4,6210.138974,4.270705045,267603.8571,294.5,468291.75,72,112,1.601514392,2.669190653,0,7215,1292.555556,0,1,0,0,1,0,DDoS
80,71282827,8,5,56,11607,7,2321.4,163.6158454,0.182372116,5940235.583,10100000,167449.25,172,112,0.112228995,0.070143122,0,5840,833.5,0,0,1,0,0,35300000,DDoS
80,1593615,3,5,26,11607,8.666666667,2321.4,7299.755587,5.020033069,227659.2857,292.5,398390.75,72,112,1.882512401,3.137520668,0,7215,1292.555556,0,1,0,0,1,0,DDoS
80,71272709,8,5,56,11607,7,2321.4,163.6390726,0.182398006,5939392.417,10200000,27854.25,172,112,0.112244927,0.070153079,0,7215,833.5,0,0,1,0,0,35600000,DDoS
80,844633,3,5,26,11607,8.666666667,2321.4,13772.84572,9.471569309,120661.8571,365.5,211139,72,112,3.551838491,5.919730818,0,7215,1292.555556,0,1,0,0,1,0,DDoS
80,71271957,9,5,62,11607,6.888888889,2321.4,163.7249837,0.196430694,5482458.231,8895206.125,27743.75,192,112,0.126276875,0.070153819,0,7215,778.3333333,0,0,1,0,0,35600000,DDoS
80,767250,3,5,26,11607,8.666666667,2321.4,15161.942,10.42684914,109607.1429,309,191792.75,72,112,3.910068426,6.51678071,0,5840,1292.555556,0,1,0,0,1,0,DDoS
80,767134,3,4,26,11607,8.666666667,2901.75,15164.23467,9.124872578,127855.6667,311.5,255683.3333,72,92,3.910659676,5.214212902,0,11595,1454.125,0,1,0,0,1,0,DDoS
80,720141,3,4,26,11601,8.666666667,2900.25,16145.44929,9.72031866,120023.5,4315.5,240037.6667,72,92,4.165850854,5.554467806,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71265659,8,5,56,11607,7,2321.4,163.6552607,0.18241605,5938804.917,10200000,5907.75,172,112,0.112256031,0.070160019,0,7215,833.5,0,0,1,0,0,35600000,DDoS
80,720146,3,4,26,11601,8.666666667,2900.25,16145.3372,9.720251171,120024.3333,4292,240040,72,92,4.165821931,5.554429241,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71267145,8,5,56,11607,7,2321.4,163.6518483,0.182412246,5938928.75,10200000,5773.5,172,112,0.11225369,0.070158556,0,5840,833.5,0,0,1,0,0,35600000,DDoS
80,720291,3,5,26,11601,8.666666667,2320.2,16142.08702,11.10662218,102898.7143,4316.5,180057.5,72,112,4.164983319,6.941638865,0,7300,1291.888889,0,1,0,0,1,0,DDoS
80,71266486,8,5,56,11607,7,2321.4,163.6533616,0.182413933,5938873.833,10200000,5547.25,172,112,0.112254728,0.070159205,0,5840,833.5,0,0,1,0,0,35600000,DDoS
80,762449,3,6,26,11607,8.666666667,1934.5,15257.41394,11.80406821,95306.125,238.5,152480.4,72,132,3.934689402,7.869378804,0,4380,1163.3,0,1,0,0,2,0,DDoS
80,71265185,9,6,62,11607,6.888888889,1934.5,163.7405418,0.210481457,5090370.357,8900630.875,12197.6,192,132,0.126288874,0.084192583,0,5755,729.6875,0,0,1,0,0,35600000,DDoS
80,762428,3,6,26,11607,8.666666667,1934.5,15257.83418,11.80439333,95303.5,259,152476.4,72,132,3.934797778,7.869595555,0,4380,1163.3,0,1,0,0,2,0,DDoS
80,71264248,9,6,62,11607,6.888888889,1934.5,163.7426947,0.210484225,5090303.429,8900765.25,11800,192,132,0.126290535,0.08419369,0,4380,729.6875,0,0,1,0,0,35600000,DDoS
80,762564,3,5,26,11607,8.666666667,2321.4,15255.11301,10.49092273,108937.7143,252,190629.75,72,112,3.934096023,6.556826706,0,10135,1292.555556,0,1,0,0,1,0,DDoS
80,71264340,9,6,62,11607,6.888888889,1934.5,163.7424833,0.210483953,5090310,8900730.625,11824.2,192,132,0.126290372,0.084193581,0,5840,729.6875,0,0,1,0,0,35600000,DDoS
80,747175,3,5,26,11607,8.666666667,2321.4,15569.31107,10.70699635,106739.2857,263.5,186786.5,72,112,4.015123632,6.691872721,0,10135,1292.555556,0,1,0,0,1,0,DDoS
80,71263731,8,6,56,11601,7,1933.5,163.575494,0.196453368,5481825.462,10200000,8108,172,132,0.112259068,0.084194301,0,5840,777.5333333,0,0,1,0,0,35600000,DDoS
80,747156,3,4,26,11607,8.666666667,2901.75,15569.707,9.368860051,124526,294.5,249046.6667,72,92,4.015225736,5.353634315,0,11595,1454.125,0,1,0,0,1,0,DDoS
80,71262705,8,4,56,11601,7,2900.25,163.577849,0.168391026,6478427.727,10200000,13227.66667,172,92,0.112260684,0.056130342,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,747398,3,6,26,11607,8.666666667,1934.5,15564.66568,12.04177694,93424.75,274.5,149476.6,72,132,4.013925646,8.027851292,0,5840,1163.3,0,1,0,0,2,0,DDoS
80,71263821,8,6,56,11601,7,1933.5,163.5752874,0.19645312,5481832.385,10200000,4954.4,172,132,0.112258926,0.084194194,0,4380,777.5333333,0,0,1,0,0,35600000,DDoS
80,102579,3,5,26,11607,8.666666667,2321.4,113405.2779,77.98867215,14654.14286,257,25625,72,112,29.24575205,48.74292009,0,7215,1292.555556,0,1,0,0,1,0,DDoS
80,71253802,8,4,56,11601,7,2900.25,163.5982877,0.168412066,6477618.364,10200000,7932.333333,172,92,0.112274711,0.056137355,0,8675,897.1538462,0,0,1,0,0,35600000,DDoS
80,57838,3,4,26,11601,8.666666667,2900.25,201027.0065,121.0276981,9639.666667,9617.5,19276,72,92,51.86901345,69.1586846,0,7215,1453.375,0,1,0,0,1,0,DDoS
80,71252872,8,6,56,11601,7,1933.5,163.600423,0.196483308,5480990.154,10200000,4570.2,172,132,0.112276176,0.084207132,0,5840,777.5333333,0,0,1,0,0,35600000,DDoS
80,58096,3,4,26,11601,8.666666667,2900.25,200134.2605,120.4902231,9682.666667,9630.5,19358.66667,72,92,51.63866703,68.85155605,0,7215,1453.375,0,1,0,0,1,0,DDoS
80,72246554,8,5,56,11601,7,2320.2,161.3502562,0.179939378,6020546.167,10200000,254134.25,172,112,0.110731925,0.069207453,0,5840,833.0714286,0,0,1,0,0,35600000,DDoS
80,58297,3,4,26,11601,8.666666667,2900.25,199444.2253,120.0747894,9716.166667,9701,19413.66667,72,92,51.46062405,68.61416539,0,10135,1453.375,0,1,0,0,1,0,DDoS
80,72245080,8,6,56,11601,7,1933.5,161.3535482,0.193784822,5557313.846,10200000,203012,172,132,0.110734184,0.083050638,0,4380,777.5333333,0,0,1,0,0,35600000,DDoS
80,57488,3,4,26,11601,8.666666667,2900.25,202250.9045,121.7645422,9581.333333,9227,19159.66667,72,92,52.18480379,69.57973838,0,10135,1453.375,0,1,0,0,1,0,DDoS
80,72244466,8,4,56,11601,7,2900.25,161.3549196,0.166102688,6567678.727,10200000,338149.3333,172,92,0.110735125,0.055367563,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,72243754,8,4,56,11601,7,2900.25,161.3565098,0.166104325,6567614,10200000,337917.6667,172,92,0.110736217,0.055368108,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,58754,3,4,26,11601,8.666666667,2900.25,197892.9094,119.1408245,9792.333333,9250,19566,72,92,51.06035334,68.08047112,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,72241137,8,4,56,11601,7,2900.25,161.3623551,0.166110342,6567376.091,10200000,337723.3333,172,92,0.110740228,0.055370114,0,8760,897.1538462,0,0,1,0,0,35600000,DDoS
80,43685,3,5,26,11601,8.666666667,2320.2,266155.4309,183.1292206,6240.714286,1949.5,10905,72,112,68.67345771,114.4557628,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,72238644,8,4,56,11601,7,2900.25,161.3679238,0.166116075,6567149.455,10200000,335876.3333,172,92,0.11074405,0.055372025,0,10135,897.1538462,0,0,1,0,0,35600000,DDoS
80,46028,3,4,26,11601,8.666666667,2900.25,252607.1087,152.0813418,7671.333333,2368.5,15321.66667,72,92,65.17771791,86.90362388,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,72233579,8,5,56,11601,7,2320.2,161.3792389,0.1799717,6019464.917,10200000,251903,172,112,0.110751815,0.069219885,0,8760,833.0714286,0,0,1,0,0,35600000,DDoS
80,46431,3,6,26,11601,8.666666667,1933.5,250414.5937,193.8360147,5803.875,2507,9277.2,72,132,64.61200491,129.2240098,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,46016,3,5,26,11601,8.666666667,2320.2,252672.9833,173.852573,6573.714286,2221.5,11492.25,72,112,65.19471488,108.6578581,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,72234383,7,5,50,11601,7.142857143,2320.2,161.2943797,0.166125874,6566762.091,11900000,249841.75,152,112,0.09690676,0.069219114,0,5840,896.6923077,0,0,1,0,0,35600000,DDoS
80,45979,3,5,26,11601,8.666666667,2320.2,252876.3131,173.9924748,6568.428571,2485.5,11475.5,72,112,65.24717806,108.7452968,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,47144,3,5,26,11601,8.666666667,2320.2,246627.3545,169.6928559,6734.857143,2556.5,11755.25,72,112,63.63482097,106.058035,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,47371,3,5,26,11601,8.666666667,2320.2,245445.5257,168.8796943,6767.285714,2591.5,11819.5,72,112,63.32988537,105.549809,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,282908,3,6,26,11601,8.666666667,1933.5,41098.16619,31.812462,35363.5,14497.5,56540.8,72,132,10.604154,21.208308,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71969784,8,4,56,11601,7,2900.25,161.9707515,0.16673664,6542707.636,10100000,331485.6667,172,92,0.11115776,0.05557888,0,8675,897.1538462,0,0,1,0,0,35500000,DDoS
80,286326,3,6,26,11601,8.666666667,1933.5,40607.55922,31.43270258,35790.75,14515.5,57187.6,72,132,10.47756753,20.95513506,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,71967764,8,4,56,11601,7,2900.25,161.9752977,0.16674132,6542524,10100000,331195,172,92,0.11116088,0.05558044,0,8760,897.1538462,0,0,1,0,0,35500000,DDoS
80,304541,3,6,26,11601,8.666666667,1933.5,38178.76739,29.55267107,38067.625,14515.5,60830.4,72,132,9.850890356,19.70178071,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,71949528,8,6,56,11601,7,1933.5,162.0163512,0.194580846,5534579.077,10100000,198513.2,172,132,0.111189055,0.083391791,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,1142551,3,7,26,11601,8.666666667,1657.285714,10176.35099,8.752344534,126950.1111,14496.5,190391.5,72,152,2.62570336,6.126641174,0,2920,1057,0,1,0,0,2,0,DDoS
80,71113077,8,6,56,11607,7,1934.5,164.0064035,0.196869557,5470236.692,10000000,197599.6,172,132,0.11249689,0.084372667,0,4380,777.9333333,0,0,1,0,0,35100000,DDoS
80,1061441,3,6,26,11601,8.666666667,1933.5,10953.97672,8.479039344,132680.125,14425.5,212245.6,72,132,2.826346448,5.652692896,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71224713,8,6,56,11607,7,1934.5,163.7493436,0.196560989,5478824.077,10000000,203738,172,132,0.112320565,0.084240424,0,5840,777.9333333,0,0,1,0,0,35100000,DDoS
80,1141395,3,7,26,11601,8.666666667,1657.285714,10186.65756,8.761208872,126821.6667,17988.5,190191.1667,72,152,2.628362661,6.13284621,0,2920,1057,0,1,0,0,2,0,DDoS
80,71148120,8,6,56,11607,7,1934.5,163.9256245,0.196772592,5472932.308,10000000,203370.4,172,132,0.112441481,0.084331111,0,4380,777.9333333,0,0,1,0,0,35100000,DDoS
80,1127362,3,4,26,11601,8.666666667,2900.25,10313.45743,6.209185692,187893.6667,11969.5,375770,72,92,2.661079582,3.54810611,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71146123,8,5,56,11607,7,2321.4,163.9302257,0.182722536,5928843.583,10000000,253698.5,172,112,0.112444637,0.070277898,0,10135,833.5,0,0,1,0,0,35100000,DDoS
80,1171374,2,6,20,11601,10,1933.5,9920.828019,6.829586451,167339.1429,23981,234261.8,52,132,1.707396613,5.122189839,0,4380,1291.222222,0,1,0,0,3,0,DDoS
80,71104260,8,7,56,11607,7,1658.142857,164.0267405,0.210957824,5078875.714,10000000,168989,172,152,0.11251084,0.098446985,0,5840,729.3125,0,0,1,0,0,35000000,DDoS
80,1173051,3,6,26,11601,8.666666667,1933.5,9911.760017,7.672300693,146631.375,11989.5,234588.8,72,132,2.557433564,5.114867129,0,4380,1162.7,0,1,0,0,2,0,DDoS
80,71105138,8,6,56,11601,7,1933.5,163.940333,0.196891538,5469626,10200000,6395.8,172,132,0.11250945,0.084382088,0,4380,777.5333333,0,0,1,0,0,35500000,DDoS
80,1181017,3,5,26,11601,8.666666667,2320.2,9844.904857,6.7738229,168716.7143,12047.5,295241.5,72,112,2.540183588,4.233639313,0,7300,1291.888889,0,1,0,0,1,0,DDoS
80,71092162,8,7,56,11601,7,1657.285714,163.970256,0.210993724,5078011.571,10200000,5018.166667,172,152,0.112529986,0.098463738,0,4380,728.9375,0,0,1,0,0,35500000,DDoS
80,1180365,3,6,26,11601,8.666666667,1933.5,9850.342902,7.624760138,147545.625,12047,236062.8,72,132,2.541586713,5.083173425,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,71094365,8,3,56,11601,7,3867,163.965175,0.154723936,7109436.5,10200000,15151,172,72,0.112526499,0.042197437,0,11595,971.9166667,0,0,1,0,0,35500000,DDoS
80,1180210,3,5,26,11601,8.666666667,2320.2,9851.636573,6.778454682,168601.4286,12023.5,295038,72,112,2.541920506,4.236534176,0,4380,1291.888889,0,1,0,0,1,0,DDoS
80,71093884,8,6,56,11601,7,1933.5,163.9662844,0.196922706,5468760.308,10200000,5980.4,172,132,0.11252726,0.084395445,0,5840,777.5333333,0,0,1,0,0,35500000,DDoS
80,1165969,3,5,26,11601,8.666666667,2320.2,9971.963234,6.861245882,166567,5297.5,291483.5,72,112,2.572967206,4.288278676,0,8760,1291.888889,0,1,0,0,1,0,DDoS
80,71093670,8,4,56,11601,7,2900.25,163.9667779,0.168791399,6463060.909,10200000,9886.666667,172,92,0.112527599,0.0562638,0,8760,897.1538462,0,0,1,0,0,35500000,DDoS
80,1165779,3,4,26,11601,8.666666667,2900.25,9973.588476,6.004568619,194296.5,5516.5,388564.6667,72,92,2.573386551,3.431182068,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71089902,8,5,56,11601,7,2320.2,163.9754687,0.182867041,5924158.5,10200000,6721.75,172,112,0.112533563,0.070333477,0,4380,833.0714286,0,0,1,0,0,35500000,DDoS
80,1167591,3,5,26,11601,8.666666667,2320.2,9958.110331,6.851714342,166798.7143,5565.5,291875.5,72,112,2.569392878,4.282321464,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,71085873,8,4,56,11601,7,2900.25,163.9847625,0.168809912,6462352.091,10200000,8959.666667,172,92,0.112539942,0.056269971,0,8760,897.1538462,0,0,1,0,0,35500000,DDoS
80,1167813,3,6,26,11601,8.666666667,1933.5,9956.217305,7.706713318,145976.625,5574.5,233555.6,72,132,2.568904439,5.137808879,0,5840,1162.7,0,1,0,0,2,0,DDoS
80,71085670,8,5,56,11601,7,2320.2,163.9852308,0.182877927,5923805.833,10200000,6671,172,112,0.112540263,0.070337664,0,4380,833.0714286,0,0,1,0,0,35500000,DDoS
80,1167399,3,5,26,11601,8.666666667,2320.2,9959.748124,6.852841231,166771.2857,5571,291823.25,72,112,2.569815462,4.283025769,0,5840,1291.888889,0,1,0,0,1,0,DDoS
80,71086855,8,5,56,11601,7,2320.2,163.9824972,0.182874879,5923904.583,10200000,6459.5,172,112,0.112538387,0.070336492,0,7300,833.0714286,0,0,1,0,0,35500000,DDoS
80,1167739,3,4,26,11601,8.666666667,2900.25,9956.848234,5.994490207,194623.1667,5582,389211,72,92,2.569067232,3.425422976,0,8760,1453.375,0,1,0,0,1,0,DDoS
80,71260241,8,6,56,11607,7,1934.5,163.6677036,0.19646299,5481557,10200000,38171.2,172,132,0.112264566,0.084198424,0,5755,777.9333333,0,0,1,0,0,35500000,DDoS
80,1873466,3,6,26,11607,8.666666667,1934.5,6209.34674,4.803930255,234183.25,220.5,374686,72,132,1.601310085,3.20262017,0,4380,1163.3,0,1,0,0,2,0,DDoS
